Master Customer Cd	hospital	Customer Class Dsc	Competitor Txt	Bed Cnt	Surgeries Cnt	Territory Dsc	Physical City name	Physical state code	Physical ZIP code	FIPS	latitude	longitude	HS Region	HS division	cancer_ctr_flg	trauma_ctr_flg	Percent ARC	Customer Integration Customer Class Dsc
N0419002	AIR METHODS SYLACAUGA	Hospital Customer				Rural	Sylacauga	AL	35151	01121			Alabama Mississippi Region	Southeast and Caribbean Division	N	N	Neither	Air Ambulance                           
N0075223	AIR METHODS SHOW LOW	Unclassified				NA	Lakeside	AZ	85929	04017	   34.184683	 -109.939822	Arizona New Mexico Region	Southwest and Rocky Mountain Division	N	N	Neither	Air Ambulance                           
N0115421	AIR METHODS LITCHFIELD	Unclassified				NA	Litchfield	IL	62056	17135	   39.179457	  -89.67197	Illinois Region	North Central Division	N	N	Neither	Air Ambulance                           
N022NNJUMD	UNIVERSITY HOSPITAL-UMDNJ		Medium	519	13780	Urban	Newark	NJ	07103	34013	   40.740922	  -74.1921	New Jersey Region	Northeast Division	Y	Y	Neither	Hospital                                
N022CROB	CROZER CHESTER MEDICAL CENTER	Hospital in Region	Medium	459	15437	Urban	Chester	PA	19013	42045	   39.855425	  -75.36884	Southeastern Pennsylvania Region	Northeast Division	Y	Y	Neither	Hospital                                
N0207506	AIR METHODS LAS CRUCES	Unclassified				NA	Las Cruces	NM	88007	35013			Arizona New Mexico Region	Southwest and Rocky Mountain Division	N	N	Neither	Air Ambulance                           
N01812SPAR	UNIVERSITY OF MICHIGAN HEALTH - SPARROW LANSING	Hospital Customer	Medium	573	21428	Urban	Lansing	MI	48912	26065	   42.733994	  -84.53475	Michigan Region	North Central Division	Y	Y	Neither	Hospital                                
N0095310	AIR METHODS - COLUMBUS	Unclassified				Rural	Fremont	NE	68025	31053	   41.437235	  -96.48788	Nebraska Iowa Region	North Central Division	N	N	Neither	Air Ambulance                           
N0065031	AIR METHODS BARSTOW	Unclassified				Rural	Barstow	CA	92311	06071			Southern California Region	Pacific Division	N	N	Neither	Air Ambulance                           
N038B6TRAA	THREE RIVERS AMBULANCE AUTHORITY	Hospital Customer				Urban	Ft Wayne	IN	46804	18003			Indiana Region	North Central Division	N	N	Neither	Ground Ambulance                        
N020S98IMC	INTERMOUNTAIN MEDICAL CENTER	Hospital Out of Region	Medium	508	22866	Urban	Salt Lake City	UT	84157	49035	   40.659902	 -111.89387	Utah Nevada Region	Southwest and Rocky Mountain Division	Y	Y	Both	Hospital                                
N009124	NEBRASKA COMMUNITY BLOOD BANK	Community Blood Bank				NA							TBD	TBD	N	N	Neither	Non RC Blood Center                     
N020S98DRM	ST GEORGE REGIONAL MEDICAL CENTER	Hospital in Region	Medium	245		Urban	Saint George	UT	84770	49053	   37.098487	 -113.57488	Utah Nevada Region	Southwest and Rocky Mountain Division	N	Y	Both	Hospital                                
N022XHF	CAPITAL HEALTH SYSTEM-FULD CAMPUS	Hospital in Region	Medium	237	14109	Urban	Trenton	NJ	08638	34021	   40.236021	  -74.75275	New Jersey Region	Northeast Division	N	Y	Neither	Hospital                                
N0025434	AIR METHODS - LIBERAL	Hospital Customer				Rural	Liberal	KS	67901	20175			Kansas Oklahoma Region	Southwest and Rocky Mountain Division	N	N	Neither	Air Ambulance                           
N009N8LL19	UCHEALTH LIFELINE 19	Hospital Customer				Urban	Englewood	CO	80112	08005			Colorado Wyoming Region	Southwest and Rocky Mountain Division	N	N	Neither	Air Ambulance                           
N053B1CHIL	CHILDREN'S HOSPITAL NATIONAL MEDICAL CTR	Hospital Out of Region	Medium	313	17175	Urban	Washington	DC	20010	11001	   38.92723	  -77.01469	National Capital and Greater Chesapeake Region	Central Atlantic Division	Y	N	Neither	Hospital                                
N0075222	AIR METHODS - PRESCOTT VALLEY	Unclassified				NA	Prescott Valley	AZ	86314	04025	   34.62599	 -112.306211	Arizona New Mexico Region	Southwest and Rocky Mountain Division	N	N	Neither	Air Ambulance                           
N035AM002	AIR METHODS MARTINSVILLE	Unclassified				Rural	Martinsville	VA	24112	51089	   36.72117	  -79.846927	Virginia Region	Central Atlantic Division	N	N	Neither	Air Ambulance                           
N0075230	AIR METHODS PARKER	Unclassified				NA	Parker	AZ	85344	04012	   34.080654	 -114.216239	Arizona New Mexico Region	Southwest and Rocky Mountain Division	N	N	Neither	Air Ambulance                           
N0207804	AIR METHODS - IDAHO FALLS - ROTOR WING	Unclassified				Urban	Idaho Falls	ID	83404	16019	   43.421905	 -112.011535	Idaho Montana East Oregon Region	Pacific Division	N	N	Neither	Air Ambulance                           
N001AM003	AIR METHODS - DEXTER WATERTOWN	Unclassified				Rural	Dexter	NY	13634	36045			Eastern New York Region	Northeast Division	N	N	Neither	Air Ambulance                           
N0075215	AIR METHODS - MESA	Unclassified				Urban	Mesa	AZ	85212	04013	   33.322324	 -111.635342	Arizona New Mexico Region	Southwest and Rocky Mountain Division	N	N	Neither	Air Ambulance                           
N0207902	AIR METHODS - YELLOWSTONE	Unclassified				Rural	West Yellowstone	MT	59758	30031	   44.741942	 -111.182902	Idaho Montana East Oregon Region	Pacific Division	N	N	Neither	Air Ambulance                           
N022105	BLOOD BANK OF DELMARVA	Community Blood Bank				NA							TBD	TBD	N	N	Neither	Non RC Blood Center                     
N013B5CMHC	TRINITY HEALTH ANN ARBOR HOSPITAL	Hospital Customer	Medium	524	22551	Urban	Ypsilanti	MI	48197	26161	   42.267015	  -83.65773	Michigan Region	North Central Division	Y	Y	Both	Hospital                                
N038SCIEMS	SCOTT COUNTY INDIANA EMS	Hospital Customer				Rural	Scottsburg	IN	47170	18175			Indiana Region	North Central Division	N	N	Neither	Ground Ambulance                        
N017177	MEMORIAL BLOOD CENTERS OF MINNEAPOLIS	Hospital Customer				NA							TBD	TBD	N	N	Neither	Non RC Blood Center                     
N054P8GASM	ADM SERVICIOS MEDICOS	Hospital in Region				Urban	San Juan	PR	00935	72127	   18.39501	  -66.093502	Puerto Rico Region	Southeast and Caribbean Division	Y	N	Neither	Hospital                                
N0205101	AIR METHODS PAHRUMP II-MERCY AIR 24	Unclassified				Rural	Pahrump	NV	89048	32023	   36.165343	 -116.003323	Utah Nevada Region	Southwest and Rocky Mountain Division	N	N	Neither	Air Ambulance                           
N009N8LL01	UCHEALTH LIFELINE 1	Hospital Customer				Urban	Loveland	CO	80538	08069			Colorado Wyoming Region	Southwest and Rocky Mountain Division	N	N	Neither	Air Ambulance                           
N0116505	AIR METHODS - MURPHYSBORO	Unclassified				Urban	Murphysboro	IL	62966	17077	   37.775136	  -89.350979	Missouri Arkansas Region	Southwest and Rocky Mountain Division	N	N	Neither	Air Ambulance                           
N0122520	RUTHERFORD HOSPITAL INC	Hospital Customer	Medium	143	3080	Rural	Rutherfordton	NC	28139	37161	   35.363378	  -81.96479	North Carolina Region	Southeast and Caribbean Division	Y	N	Neither	Hospital                                
N0065022	AIR METHODS HESPERIA	Unclassified				Rural	Hesperia	CA	92345	06071	   34.376159	 -117.294397	Southern California Region	Pacific Division	N	N	Neither	Air Ambulance                           
N0065064	AIR METHODS BAKERSFIELD	Hospital Customer				Urban	Bakersfield	CA	93308	06029	   35.54676	 -119.04402	Central California Region	Pacific Division	N	N	Neither	Air Ambulance                           
N0075202	AIR METHODS - FLORENCE	Unclassified				Urban	Florence	AZ	85132	04021	   32.926782	 -111.215097	Arizona New Mexico Region	Southwest and Rocky Mountain Division	N	N	Neither	Air Ambulance                           
N032B7UWIS	UNIVERSITY OF WISCONSIN HOSPITAL & CLINICS	Hospital Out of Region	High	672	112246	Urban	Madison	WI	53792	55025	   43.07799	  -89.43341	Wisconsin Region	North Central Division	Y	Y	Both	Hospital                                
N0075240	AIR METHODS - SHOW LOW 2	Hospital Customer				Rural	Show Low	AZ	85901	04017			Arizona New Mexico Region	Southwest and Rocky Mountain Division	N	N	Neither	Air Ambulance                           
N0095303	AIR METHODS - NORFOLK	Unclassified				Rural	Norfolk	NE	68701	31119	   42.019825	  -97.442556	Nebraska Iowa Region	North Central Division	N	N	Neither	Air Ambulance                           
N040B0NWDH	NORTHWESTERN MEDICINE DELNOR HOSPITAL	Hospital Customer	High	159		Urban	Geneva	IL	60134	17031			Illinois Region	North Central Division	Y	Y	Neither	Hospital                                
N029CHIPEN	HCA-CHIPPENHAM HOSPITAL	Hospital Customer	Medium	758	12075	Urban	Richmond	VA	23225	51760	   37.515852	  -77.52488	Virginia Region	Central Atlantic Division	Y	Y	Both	Hospital                                
N049T1650T	BAYLOR SCOTT AND WHITE MED CTR-GRAPEVINE	Hospital Customer	High	302	7001	Urban	Grapevine	TX	76051	48439	   32.93558	  -97.09393	North Texas Region	Southwest and Rocky Mountain Division	Y	Y	Neither	Hospital                                
N006B3HUWA	WEST ANAHEIM MEDICAL CENTER	Hospital Customer	Medium	219	1077	Urban	Anaheim	CA	92804	06059	   33.824716	 -117.99511	Southern California Region	Pacific Division	N	N	Neither	Hospital                                
N006E63UCS	UC SAN DIEGO HEALTH - HILLCREST	Hospital Customer	Medium	381	8051	Urban	San Diego	CA	92103	06073	   32.753697	 -117.16591	Southern California Region	Pacific Division	Y	Y	Both	Hospital                                
N021P00211	KADLEC REGIONAL MEDICAL CENTER	Hospital Out of Region	High	337	7848	Urban	Richland	WA	99352	53005	   46.281615	 -119.28156	Northwest Region	Pacific Division	Y	N	Neither	Hospital                                
N007DV3789	PHI DEER VALLEY AZ	Hospital Customer				Urban	Phoenix	AZ	85027	04013			Arizona New Mexico Region	Southwest and Rocky Mountain Division	N	N	Neither	Air Ambulance                           
N011B1CHNE	CHRISTIAN HOSPITAL	Hospital Customer	High	482	5796	Urban	Saint Louis	MO	63136	29189	   38.775816	  -90.239	Missouri Arkansas Region	Southwest and Rocky Mountain Division	Y	N	Both	Hospital                                
N020S98LRH	LOGAN REGIONAL HOSPITAL	Hospital Out of Region	Medium	146	6835	Urban	Logan	UT	84341	49005	   41.757052	 -111.82125	Utah Nevada Region	Southwest and Rocky Mountain Division	Y	N	RBC Only	Hospital                                
N027B8TMCB	HERITAGE VALLEY BEAVER	Hospital in Region	Medium	285	14576	Urban	Beaver	PA	15009	42007	   40.710372	  -80.32444	Greater Pennsylvania Region	Northeast Division	N	Y	Neither	Hospital                                
N02911027	RIVERSIDE REGIONAL MEDICAL CENTER	Others	Medium	576	8322	Urban	Newport News	VA	23601	51700	   37.065578	  -76.48429	Virginia Region	Central Atlantic Division	Y	Y	Neither	Hospital                                
N0115420	AIR METHODS SPARTA	Unclassified				Rural	Sparta	IL	62286	17157	   38.11859	  -89.715824	Missouri Arkansas Region	Southwest and Rocky Mountain Division	N	N	Neither	Air Ambulance                           
N022WTD	JEFFERSON WASHINGTON TOWNSHIP HOSPITAL	Hospital Out of Region	Medium	230	15738	Urban	Blackwood	NJ	08012	34007	   39.734516	  -75.06639	New Jersey Region	Northeast Division	N	N	Both	Hospital                                
N0025436	AIR METHODS WICHITA	Hospital Customer				Urban	Wichita	KS	67226	20173			Kansas Oklahoma Region	Southwest and Rocky Mountain Division	N	N	Neither	Air Ambulance                           
N0075203	AIR METHODS - TUCSON	Unclassified				Rural	Tucson	AZ	85712	04019	   32.252886	 -110.886567	Arizona New Mexico Region	Southwest and Rocky Mountain Division	N	N	Neither	Air Ambulance                           
N0075235	AIR METHODS - YUMA	Unclassified				NA	Yuma	AZ	85365	04027	   33.096439	 -114.12534	Arizona New Mexico Region	Southwest and Rocky Mountain Division	N	N	Neither	Air Ambulance                           
N0277101	AIR METHODS HAGERSTOWN	Unclassified				Urban	Hagerstown	MD	21742	24043	   39.678219	  -77.65272	Central Appalachia Region	Central Atlantic Division	N	N	Neither	Air Ambulance                           
N027STMA	ST MARY'S MEDICAL CENTER	Hospital Customer	Medium	393	9949	Urban	Huntington	WV	25702	54011	   38.43175	  -82.40065	Central Appalachia Region	Central Atlantic Division	Y	Y	Neither	Hospital                                
N053B1GTWN	GEORGETOWN UNIV HOSPITAL	Hospital in Region	Medium	609	15511	Urban	Washington	DC	20007	11001	   38.911418	  -77.07534	National Capital and Greater Chesapeake Region	Central Atlantic Division	Y	Y	Both	Hospital                                
N001AM010	AIR METHODS SIDNEY	Unclassified				Rural	Sidney	NY	13838	36025			Western New York Region	Northeast Division	N	N	Neither	Air Ambulance                           
N024LMTEMS	LOUISVILLE METRO EMS	Hospital Customer				Urban	Louisville	KY	40202	21111			Kentucky Region	Central Atlantic Division	N	N	Neither	Air Ambulance                           
N030B48001	GEISINGER WYOMING VALLEY MEDICAL CENTER	Hospital Customer	Medium	266	14633	Urban	Wilkes Barre	PA	18711	42079	   41.256894	  -75.81178	Greater Pennsylvania Region	Northeast Division	Y	Y	Neither	Hospital                                
N022183	MILLER MEMORIAL BLOOD CENTER	Non RC Blood Centers				NA							TBD	TBD	N	N	Neither	Non RC Blood Center                     
N049T3901T	MEDICAL CITY PLANO	Hospital Customer	Medium	603	6428	Urban	Plano	TX	75075	48085	   33.020688	  -96.76591	North Texas Region	Southwest and Rocky Mountain Division	Y	Y	Both	Hospital                                
N006B9CELB	CEDARS-SINAI MEDICAL CENTER	Hospital Customer	Medium	889	30086	Urban	Los Angeles	CA	90048	06037	   34.076843	 -118.3804	Los Angeles Region	Pacific Division	Y	Y	Neither	Hospital                                
N032H0ABGB	AURORA BAYCARE MEDICAL CENTER			167		Urban	Green Bay	WI	54311	55009			Wisconsin Region	North Central Division	N	N	Neither	Hospital                                
N036B1WACC	TIDELANDS WACCAMAW COMMUNITY HOSPITAL	Hospital Customer	Medium	124	7779	Urban	Murrells Inlet	SC	29576	45043	   33.559649	  -79.04127	South Carolina Region	Southeast and Caribbean Division	Y	N	Neither	Hospital                                
N0065020	AIR METHODS FORT HUNTER LIGGETT	Unclassified				NA	Fort Hunter Liggett	CA	93928	06053			Northern California Coastal Region	Pacific Division	N	N	Neither	Air Ambulance                           
N007SV3764	PHI SIERRA VISTA AIRPORT AZ	Hospital Customer				Rural	Sierra Vista	AZ	85635	04003			Arizona New Mexico Region	Southwest and Rocky Mountain Division	N	N	Neither	Air Ambulance                           
N024AMCORY	AIR METHODS CORYDON	Hospital Customer				Rural	Corydon	IN	47112	18061	   38.195517	  -86.162499	Kentucky Region	Central Atlantic Division	N	N	Neither	Air Ambulance                           
N0122420	WAKE FOREST BAPTIST MEDICAL CENTER	EO-Emerging Offerings	Medium	885	34412	Urban	Winston Salem	NC	27157	37067	   36.090002	  -80.27149	North Carolina Region	Southeast and Caribbean Division	Y	Y	Both	Hospital                                
N0176608	AIR METHODS HOT SPRINGS	Hospital Customer				Urban	Hot Springs	SD	80111	08005			Minnesota Dakotas Region	North Central Division	N	N	Neither	Air Ambulance                           
N030B7004H	PENN STATE HEALTH MILTON S HERSHEY MEDICAL CENTER	Hospital Out of Region		548	30087	Urban	Hershey	PA	17033	42043	   40.272968	  -76.6758	Greater Pennsylvania Region	Northeast Division	Y	Y	Both	Hospital                                
N055B3BERN	ST BERNARDS MEDICAL CENTER	Hospital Out of Region	Low	378	10197	Urban	Jonesboro	AR	72401	05031	   35.837427	  -90.70206	Missouri Arkansas Region	Southwest and Rocky Mountain Division	Y	N	Neither	Hospital                                
N027CABH	CABELL HUNTINGTON HOSPITAL	Hospital Customer	Medium	313	14974	Urban	Huntington	WV	25701	54011	   38.410019	  -82.42842	Central Appalachia Region	Central Atlantic Division	Y	Y	Neither	Hospital                                
N040B0LOYO	LOYOLA UNIVERSITY MEDICAL CENTER	Hospital in Region	Medium	547	11852	Urban	Maywood	IL	60153	17031	   41.85992	  -87.83516	Illinois Region	North Central Division	Y	Y	Both	Hospital                                
N030B08001	GEISINGER COMMUNITY MEDICAL CENTER	Hospital Customer	Medium	293	7350	Urban	Scranton	PA	18510	42069	   41.400718	  -75.64586	Greater Pennsylvania Region	Northeast Division	Y	Y	Neither	Hospital                                
N0208002	AIR METHODS - CASPER FW	Unclassified				NA	Casper	WY	82604	56025	   42.857603	 -106.770764	Colorado Wyoming Region	Southwest and Rocky Mountain Division	N	N	Neither	Air Ambulance                           
N011B9CMEC	CENTERPOINT MEDICAL CENTER	Hospital Customer	Medium	285	10942	Urban	Independence	MO	64057	29095	   39.04922	  -94.34876	Missouri Arkansas Region	Southwest and Rocky Mountain Division	Y	Y	Both	Hospital                                
N009N8UCMC	UCHEALTH UNIVERSITY OF COLORADO HOSPITAL	Hospital Out of Region	Medium	698	11592	Urban	Aurora	CO	80045	08001	   39.742298	 -104.84137	Colorado Wyoming Region	Southwest and Rocky Mountain Division	Y	Y	Neither	Hospital                                
N020S98DRK	DR KELLEY-RESEARCH	Research Lab Customers				NA							TBD	TBD	N	N	Neither	Other                                   
N027B9CAMC	CHARLESTON AREA MEDICAL CENTER	Hospital in Region	Medium	472		Urban	Charleston	WV	25304	54039	   38.328686	  -81.60317	Central Appalachia Region	Central Atlantic Division	Y	Y	Neither	Hospital                                
N020S98VVM	VALLEY VIEW MEDICAL CENTER	Hospital Out of Region	Medium	48	3433	Rural	Cedar City	UT	84720	49021	   37.700432	 -113.06398	Utah Nevada Region	Southwest and Rocky Mountain Division	N	N	Neither	Hospital                                
N049T5252T	BAYLOR SCOTT AND WHITE MED CTR-MCKINNEY	Hospital Customer	High	143		Urban	McKinney	TX	75071	48085	   33.218388	  -96.68098	North Texas Region	Southwest and Rocky Mountain Division	Y	N	RBC Only	Hospital                                
N006B0COLA	LOS ANGELES COMMUNITY HOSPITAL	Hospital Customer	Medium	91	1360	Urban	Los Angeles	CA	90023	06037	   34.018873	 -118.18657	Los Angeles Region	Pacific Division	N	N	Neither	Hospital                                
N006BJANVD	ANTELOPE VALLEY MEDICAL CENTER	Hospital Customer	Medium	390	12259	Urban	Lancaster	CA	93534	06037	   34.689389	 -118.15847	Los Angeles Region	Pacific Division	Y	Y	Neither	Hospital                                
N041BRFIRE	BIRMINGHAM FIRE AND RESCUE	Hospital Customer				Urban	Birmingham	AL	35203	01073			Alabama Mississippi Region	Southeast and Caribbean Division	N	N	Neither	Ground Ambulance                        
N009N8LL05	UCHEATH LIFE LINE 5	Hospital Customer				Urban	Pueblo	CO	81007	08101			Colorado Wyoming Region	Southwest and Rocky Mountain Division	N	N	Neither	Air Ambulance                           
N007WI3756	PHI WICKENBURG AZ	Hospital Customer				Urban	Wickenburg	AZ	85390	04013			Arizona New Mexico Region	Southwest and Rocky Mountain Division	N	N	Neither	Air Ambulance                           
N040B0UCHI	THE UNIVERSITY OF CHICAGO MEDICAL CENTER	Hospital in Region	High	805	18526	Urban	Chicago	IL	60637	17031	   41.788196	  -87.60449	Illinois Region	North Central Division	Y	Y	Both	Hospital                                
N0095314	AIR METHODS - NORTH PLATTE (FW)	Unclassified				Rural	North Platte	NE	69101	31111	   41.141895	 -100.800597	Nebraska Iowa Region	North Central Division	N	N	Neither	Air Ambulance                           
N088USNHGB	US NAVAL HOSPITAL GUANTANAMO BAY CUBA	EO-Hub Accts				NA							TBD	TBD	N	N	Neither	Government                              
N0122415	NEW HANOVER REGIONAL MED CTR	Hospital Out of Region	Medium	800	28039	Urban	Wilmington	NC	28401	37129	   34.206125	  -77.92417	North Carolina Region	Southeast and Caribbean Division	N	Y	Both	Hospital                                
N007RB3294	PHI AIR MEDICAL RED BLUFF BASE	Hospital Customer				NA	Red Bluff	CA	96080	06103			California Gold Country Region	Pacific Division	N	N	Neither	Air Ambulance                           
N009N8LL03	UCHEALTH LIFELINE 3	Hospital Customer				Urban	Cheyenne	WY	82001	56021			Colorado Wyoming Region	Southwest and Rocky Mountain Division	N	N	Neither	Air Ambulance                           
N0095311	AIR METHODS - CRETE	Unclassified				NA	Crete	NE	68333	31151	   40.622345	  -96.949349	Nebraska Iowa Region	North Central Division	N	N	Neither	Air Ambulance                           
N003B4MCMA	ATRIUM HEALTH NAVICENT		High	637	24828	Urban	Macon	GA	31201	13021	   32.832899	  -83.63607	Georgia Region	Southeast and Caribbean Division	Y	Y	Neither	Hospital                                
N0047128	UNIVERSITY OF VERMONT MEDICAL CENTER	Red Cross Blood Center Customers	Medium	562	22255	Urban	Burlington	VT	05401	50007	   44.480764	  -73.20069	Northern New England Region	Northeast Division	Y	Y	Neither	Hospital                                
N007N8ECPC	EAGLE COUNTY PARAMEDIC SERVICES	Hospital Customer				NA	Edwards	CO	81632	08037			Colorado Wyoming Region	Southwest and Rocky Mountain Division	N	N	Neither	Ground Ambulance                        
N007MI3758	PHI MIAMI AZ	Hospital Customer				Rural	Miami	AZ	85539	04007			Arizona New Mexico Region	Southwest and Rocky Mountain Division	N	N	Neither	Air Ambulance                           
N012ECUBSM	EAST CAROLINA UNIV - BRODY SCHOOL OF MED	Hospital Customer				NA	Greenville	NC	27858	37147			North Carolina Region	Southeast and Caribbean Division	N	N	Neither	Other                                   
N041A45037	UNIVERSITY OF MISSISSIPPI MEDICAL CTR	Hospital Customer		697	23438	Urban	Jackson	MS	39216	28049	   32.329517	  -90.17448	Alabama Mississippi Region	Southeast and Caribbean Division	Y	Y	Neither	Hospital                                
N02912034	SENTARA WILLIAMSBURG REGIONAL MED CENTER	Hospital in Region	Low	145	5016	Urban	Williamsburg	VA	23186	51830	   37.338914	  -76.73937	Virginia Region	Central Atlantic Division	Y	N	RBC Only	Hospital                                
N027B1CVMH	CONEMAUGH MEMORIAL MEDICAL CENTER	Hospital in Region	Medium	468	31038	Urban	Johnstown	PA	15905	42021	   40.305032	  -78.9189	Greater Pennsylvania Region	Northeast Division	Y	Y	Neither	Hospital                                
N053B0NOAR	UMMS-BALTIMORE WASHINGTON MEDICAL CENTER	Hospital Customer	Medium	285	11624	Urban	Glen Burnie	MD	21061	24003	   39.138822	  -76.62231	National Capital and Greater Chesapeake Region	Central Atlantic Division	Y	N	RBC Only	Hospital                                
N0122225	DUMC DUKE UNIVERSITY MEDICAL CENTER		Medium	960	38334	Urban	Durham	NC	27710	37063	   36.008249	  -78.93738	North Carolina Region	Southeast and Caribbean Division	Y	Y	Both	Hospital                                
N021P00010	PORTLAND ADVENTIST MEDICAL CENTER	Hospital Customer	Medium	302	10069	Urban	Portland	OR	97216	41051	   45.511535	 -122.559	Cascades Region	Pacific Division	Y	Y	Neither	Hospital                                
N035N1VCU	VCU MEDICAL CENTER	Hospital Out of Region	Low	811	28758	Urban	Richmond	VA	23298	51760	   37.539871	  -77.42977	Virginia Region	Central Atlantic Division	Y	Y	Both	Hospital                                
N0065063	AIR METHODS BORREGO SPRINGS	Hospital Customer				Urban	Borrego Springs	CA	92004	06073			Southern California Region	Pacific Division	N	N	Neither	Air Ambulance                           
N02911009	SENTARA VIRGINIA BEACH GENERAL HOSPITAL	Non RC Blood Centers	Low	273	11593	Urban	Virginia Beach	VA	23454	51810	   36.86414	  -76.02834	Virginia Region	Central Atlantic Division	Y	Y	Both	Hospital                                
N022PSB	PENN-PRESBYTERIAN MEDICAL CENTER	Hospital in Region	Medium	350	13076	Urban	Philadelphia	PA	19104	42101	   39.957118	  -75.1996	Southeastern Pennsylvania Region	Northeast Division	Y	Y	Both	Hospital                                
N053B0SNAI	SINAI HOSPITAL-BALTIMORE	Hospital Customer	Medium	348	19486	Urban	Baltimore	MD	21215	24510	   39.354577	  -76.66237	National Capital and Greater Chesapeake Region	Central Atlantic Division	Y	Y	Neither	Hospital                                
N0207802	AIR METHODS - IDAHO FALLS	Unclassified				Urban	Idaho Falls	ID	83402	16019	   43.534886	 -112.174467	Idaho Montana East Oregon Region	Pacific Division	N	N	Neither	Air Ambulance                           
N053B0HOPK	JOHNS HOPKINS HOSPITAL	EO-Emerging Offerings	Medium	1095	58423	Urban	Baltimore	MD	21287	24510	   39.2973	  -76.59344	National Capital and Greater Chesapeake Region	Central Atlantic Division	N	Y	Both	Hospital                                
N0208003	AIR METHODS-CASPER RW	Hospital Customer				NA	Casper	WY	82604	56025			Colorado Wyoming Region	Southwest and Rocky Mountain Division	N	N	Neither	Air Ambulance                           
N003B6PMID	PIEDMONT COLUMBUS REGIONAL MIDTOWN HOSP	Hospital in Region	Medium	583	11941	Urban	Columbus	GA	31901	13215	   32.465313	  -84.980285	Georgia Region	Southeast and Caribbean Division	Y	Y	Both	Hospital                                
N0337019	SAINT MARYS HOSPITAL	Hospital in Region	Medium	182	27194	Urban	Waterbury	CT	06706	09009	   41.552275	  -73.03603	Connecticut Rhode Island Region	Northeast Division	Y	Y	Both	Hospital                                
N022NJSTJH	ST. JOSEPH'S UNIVERSITY MEDICAL CENTER	Hospital Out of Region		639	13803	Urban	Paterson	NJ	07503	34031	   40.902415	  -74.16673	New Jersey Region	Northeast Division	N	Y	Neither	Hospital                                
N053B1HOWD	HOWARD UNIVERSITY HOSPITAL CORP.	RC Blood Centers	Medium	482	10016	Urban	Washington	DC	20060	11001	   38.916986	  -77.02189	National Capital and Greater Chesapeake Region	Central Atlantic Division	Y	Y	Neither	Hospital                                
N022CHL	CHILDREN'S HOSPITAL OF PHILADELPHIA	Hospital in Region	Medium	564	21019	Urban	Philadelphia	PA	19104	42101	   39.948522	  -75.19331	Southeastern Pennsylvania Region	Northeast Division	N	N	Neither	Hospital                                
N011B1BARN	BARNES-JEWISH HOSPITAL	Hospital Out of Region	High	1431	38697	Urban	Saint Louis	MO	63110	29510	   38.634772	  -90.26323	Missouri Arkansas Region	Southwest and Rocky Mountain Division	Y	Y	Both	Hospital                                
N003B2GWMD	NORTHSIDE HOSPITAL - GWINNETT	Hospital Customer	Medium	388	16398	Urban	Lawrenceville	GA	30045	13135	   33.964343	  -84.01492	Georgia Region	Southeast and Caribbean Division	Y	Y	Both	Hospital                                
N020B5STAH	SAINT ALPHONSUS MEDICAL GROUP NAMPA	Physician's Practice Customer	Medium	106	3165	Urban	Nampa	ID	83687	16027	   43.609971	 -116.529134	Idaho Montana East Oregon Region	Pacific Division	N	N	RBC Only	Hospital                                
N0207805	AIR METHODS - SALMON	Unclassified				Rural	Salmon	ID	83467	16059	   44.979814	 -113.896277	Idaho Montana East Oregon Region	Pacific Division	N	N	Neither	Air Ambulance                           
N001B1AMCH	ALBANY MEDICAL CENTER HOSPITAL		Medium	748	27589	Urban	Albany	NY	12208	36001	   42.653215	  -73.77388	Eastern New York Region	Northeast Division	Y	Y	Neither	Hospital                                
N084UCDAV	UC DAVIS MEDICAL CENTER		Medium	646	22298	Urban	Sacramento	CA	95817	06067	   38.554353	 -121.45753	California Gold Country Region	Pacific Division	Y	Y	Both	Hospital                                
N027B2LEWY	GEISINGER LEWISTOWN HOSPITAL	Hospital in Region	Medium	123	5725	Rural	Lewistown	PA	17044	42087	   40.617875	  -77.56736	Greater Pennsylvania Region	Northeast Division	Y	N	Neither	Hospital                                
N053B1GWUH	GEORGE WASHINGTON UNIV HOSP	Hospital Customer	Medium	385	13934	Urban	Washington	DC	20037	11001	   38.901196	  -77.05047	National Capital and Greater Chesapeake Region	Central Atlantic Division	Y	Y	Both	Hospital                                
N050B1STVS	MERCY ST VINCENT MEDICAL CENTER	Hospital Out of Region	Low	568	10387	Urban	Toledo	OH	43608	39095	   41.668766	  -83.54193	Northern Ohio Region	Central Atlantic Division	Y	Y	Both	Hospital                                
N003B1KENN	WELLSTAR KENNESTONE HOSPITAL	Hospital Out of Region	High	633	24159	Urban	Marietta	GA	30060	13067	   33.969201	  -84.55034	Georgia Region	Southeast and Caribbean Division	Y	Y	Neither	Hospital                                
N02934039	NAVAL HOSPITAL CAMP LEJEUNE	Hospital Customer		119	4044	Urban	Camp Lejeune	NC	28547	37133	   34.722848	  -77.35818	North Carolina Region	Southeast and Caribbean Division	N	N	Neither	Government                              
N024000425	UNIVERSITY OF LOUISVILLE HOSPITAL ULH	Hospital Customer	High	404	12438	Urban	Louisville	KY	40202	21111	   38.248719	  -85.745	Kentucky Region	Central Atlantic Division	Y	Y	Both	Hospital                                
