Master Customer Cd	hospital	Customer Class Dsc	Competitor Txt	Bed Cnt	Surgeries Cnt	Territory Dsc	Physical City name	Physical state code	Physical ZIP code	FIPS	latitude	longitude	HS Region	HS division	cancer_ctr_flg	trauma_ctr_flg	Percent ARC	Customer Integration Customer Class Dsc
N022XAD	NEMOURS CHILDREN'S HOSPITAL	Hospital Customer	Medium	260	12055	Urban	Wilmington	DE	19899	10003	   39.782311	  -75.55516	National Capital and Greater Chesapeake Region	Central Atlantic Division	Y	N	Neither	Hospital                                
N011126	CBC OF GREATER KANSAS CITY	Red Cross Blood Center Customers				NA							TBD	TBD	N	N	Neither	Non RC Blood Center                     
N003B1GRAD	GRADY MEMORIAL HOSPITAL-ATLANTA	Hospital Out of Region	Medium	953	11197	Urban	Atlanta	GA	30303	13121	   33.752178	  -84.3826	Georgia Region	Southeast and Caribbean Division	Y	Y	Neither	Hospital                                
N602181	METROPOLITAN BLOOD SERVICES	Non RC Blood Centers	Low			Urban	Yonkers	NY	10704	36119			Greater New York Region	Northeast Division	N	N	Neither	Non RC Blood Center                     
N020S98DRM	ST GEORGE REGIONAL MEDICAL CENTER	Hospital Out of Region	Medium	245		Urban	Saint George	UT	84770	49053	   37.098487	 -113.57488	Utah Nevada Region	Southwest and Rocky Mountain Division	N	Y	Both	Hospital                                
N0122225	DUMC DUKE UNIVERSITY MEDICAL CENTER	Research Lab Customers	Medium	960	38334	Urban	Durham	NC	27710	37063	   36.008249	  -78.93738	North Carolina Region	Southeast and Caribbean Division	Y	Y	Both	Hospital                                
N050B1STVS	MERCY ST VINCENT MEDICAL CENTER	Hospital in Region	Low	568	10387	Urban	Toledo	OH	43608	39095	   41.668766	  -83.54193	Northern Ohio Region	Central Atlantic Division	Y	Y	Both	Hospital                                
N041ASESRS	SOUTHEAST SHELBY RESCUE	Hospital in Region				Urban	Columbiana	AL	35051	01117			Alabama Mississippi Region	Southeast and Caribbean Division	N	N	Neither	Ground Ambulance                        
N019058000	VANDERBILT UNIVERSITY MEDICAL CENTER	ML FRAC	Medium	1025	50744	Urban	Nashville	TN	37232	47037	   36.141381	  -86.80199	Tennessee Region	Southeast and Caribbean Division	Y	Y	Both	Hospital                                
N011126	CBC OF GREATER KANSAS CITY	Hospital Out of Region				NA							TBD	TBD	N	N	Neither	Non RC Blood Center                     
N019058000	VANDERBILT UNIVERSITY MEDICAL CENTER	Miscellaneous	Medium	1025	50744	Urban	Nashville	TN	37232	47037	   36.141381	  -86.80199	Tennessee Region	Southeast and Caribbean Division	Y	Y	Both	Hospital                                
N011126	CBC OF GREATER KANSAS CITY	External Blood Bank Customers				NA							TBD	TBD	N	N	Neither	Non RC Blood Center                     
